Projeto,Tipo de Serviço,Data Prog.,Status,Contrato,OS,Equipamento,Região,Início Prog.,Fim Prog.,Parceira,Latitude,Longitude,Link Google Maps
DAC/A.NOR.26.00455,Alteração de Carga,13/06/2026,Liberado para Execução,BRA,16306818,152ET025080,NOR,13/06/2026 08:00,13/06/2026 17:00,Conecta Obras (Área 4 e 5) NEC,-23.52806718,-46.65796634,"https://www.google.com/maps/place/-23.52806718,-46.65796634"
DAC/A.NOR.25.00786,Ligação Nova,11/06/2026,Liberado para Execução,BRA,16306123,351ET132512,NOR,11/06/2026 09:00,11/06/2026 17:00,Conecta Obras (Área 4 e 5) NEC,-23.44265338,-46.72573661,"https://www.google.com/maps/place/-23.44265338,-46.72573661"
DAC/A.NOR.25.01663,Migração para Média Tensão,11/06/2026,Liberado para Execução,BRA,16306212,253RA060267,NOR,11/06/2026 08:00,11/06/2026 17:00,Conecta Obras (Área 4 e 5) NEC,-23.53710587,-46.66776191,"https://www.google.com/maps/place/-23.53710587,-46.66776191"
DAC/A.NOR.25.01428,Ligação Nova,12/06/2026,Liberado para Execução,BRA,16306346,351CF008232,NOR,12/06/2026 09:00,12/06/2026 17:00,Conecta Obras (Área 4 e 5) NEC,-23.50589606,-46.67998578,"https://www.google.com/maps/place/-23.50589606,-46.67998578"
DAC/A.NOR.23.00812,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,PIE,16304481,351ET005487,NOR,06/06/2026 09:00,06/06/2026 11:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.23.00841,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,PIE,16304481,351ET005487,NOR,06/06/2026 09:00,06/06/2026 11:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.23.00811,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,PIE,16304481,351ET005487,NOR,06/06/2026 09:00,06/06/2026 11:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.25.00226,Ligação Provisória,13/06/2026,Liberado para Execução,OLVR,,351CF012050,NOR,13/06/2026 09:00,13/06/2026 17:00,Conecta Obras (Área 4 e 5) NEC,,,
DMP/A.LES.25.06549,Reforma de Rede Secundaria RTRI,06/06/2026,Rascunho,BRA,16281939-1,352ET035391,LES,06/06/2026 08:00,06/06/2026 17:00,"Start Engenharia (Área 8B, 9  e 11) NEC",-23.51622061,-46.40542953,"https://www.google.com/maps/place/-23.51622061,-46.40542953"
DAC/A.NOR.22.01134,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,OLVR,,351RA120112,NOR,06/06/2026 08:00,06/06/2026 17:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.23.00635,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,OLVR,,351RA120112,NOR,06/06/2026 08:00,06/06/2026 17:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.23.00780,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,OLVR,,351RA120112,NOR,06/06/2026 08:00,06/06/2026 17:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.23.00698,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,OLVR,,351RA120112,NOR,06/06/2026 08:00,06/06/2026 17:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.23.00781,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,OLVR,,351RA120112,NOR,06/06/2026 08:00,06/06/2026 17:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.23.00799,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,OLVR,,351RA120112,NOR,06/06/2026 08:00,06/06/2026 17:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.NOR.23.00810,Afastamento de Rede (Clientes),06/06/2026,Liberado para Execução,OLVR,,351RA120112,NOR,06/06/2026 08:00,06/06/2026 17:00,Conecta Obras Extras (Área 4 e 5) NEC,-23.48705198,-46.65283181,"https://www.google.com/maps/place/-23.48705198,-46.65283181"
DAC/A.LES.26.00491,Ligação Nova,13/06/2026,Liberado para Execução,OLVR,,352ET006101,LES,13/06/2026 09:00,13/06/2026 16:00,"Start Engenharia (Área 8B, 9  e 11) NEC",-23.50593063,-46.47611133,"https://www.google.com/maps/place/-23.50593063,-46.47611133"
DAC/A.NOR.25.01294,Ligação Nova,13/06/2026,Liberado para Documentação,BRA,,351ET039213,NOR,13/06/2026 08:00,13/06/2026 17:00,Conecta Obras (Área 4 e 5) NEC,-23.50589606,-46.67998578,"https://www.google.com/maps/place/-23.50589606,-46.67998578"
DMP/A.LES.26.03051,Rede Compacta,11/06/2026,Liberado para Execução,OLVR,,356ET006621,LES,11/06/2026 08:30,11/06/2026 16:30,Engelmig (Área 11) NEC e UPS,,,
DAC/A.LES.26.00771,Ligação Nova,05/06/2026,Liberado para Execução,OLVR,,352ET037901,LES,05/06/2026 13:00,05/06/2026 16:00,"Start Engenharia (Área 8B, 9  e 11) NEC",-23.53791678,-46.48286426,"https://www.google.com/maps/place/-23.53791678,-46.48286426"
