Projeto;Tipo de Serviço;Região;Data Programação;Status;Intervenção;PowerON;Equipamentos;Horário Início;Horário Fim;Contratada;Latitude;Longitude;Link Localização;Link My Maps
DAC/A.LES.26.00835;Alteração de Carga;LES;24/06/2026;Liberado para Execução;FI;16338748;355ET010421;24/06/2026 10:30;24/06/2026 14:30;Alpitel Energy (Área 7, 8A e 10) NEC;-23.58906678;-46.54577624;https://www.google.com/maps/place/-23.58906678,-46.54577624;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.00943;Alteração de Carga;LES;24/06/2026;Liberado para Execução;FI;16338568;015ET004710;24/06/2026 10:00;24/06/2026 12:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.66586993;-46.44798581;https://www.google.com/maps/place/-23.66586993,-46.44798581;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.01142;Ligação Nova;LES;24/06/2026;Liberado para Execução;FI;16356035;356ET163133;24/06/2026 13:30;24/06/2026 16:30;Start Engenharia (Área 8B, 9  e 11) NEC;-23.5310404;-46.4401137;https://www.google.com/maps/place/-23.5310404,-46.4401137;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.01120;Ligação Provisória;LES;24/06/2026;Liberado para Execução;FI;16358592;353ET003795;24/06/2026 10:00;24/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.54351633;-46.54216743;https://www.google.com/maps/place/-23.54351633,-46.54216743;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.02760;Religador Automático;LES;24/06/2026;Liberado para Execução;BRA;16372298;3249192;24/06/2026 09:00;24/06/2026 16:00;Alpitel Energy (Área 7, 8A e 10) NEC;-23.56986801;-46.41570994;https://www.google.com/maps/place/-23.56986801,-46.41570994;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00455;Alteração de Carga;NOR;24/06/2026;Liberado para Execução;BRA;16372653;152ET025080;24/06/2026 09:00;24/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.52806718;-46.65796634;https://www.google.com/maps/place/-23.52806718,-46.65796634;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.01090;Rede Compacta;LES;24/06/2026;Liberado para Execução;BRA;DEVOLVIDO;356ET167480;24/06/2026 09:00;24/06/2026 17:00;Engelmig (Área 11) NEC e UPS;-23.59445801;-46.41924494;https://www.google.com/maps/place/-23.59445801,-46.41924494;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.01968;Rede Compacta;LES;24/06/2026;Liberado para Execução;BRA;DEVOLVIDO;356ET160536;24/06/2026 09:00;24/06/2026 17:00;Engelmig (Área 11) NEC e UPS;-23.58502445;-46.41265681;https://www.google.com/maps/place/-23.58502445,-46.41265681;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00491;Ligação Nova;LES;24/06/2026;Liberado para Execução;OLVR;;352ET006101;24/06/2026 09:00;24/06/2026 16:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.50593063;-46.47611133;https://www.google.com/maps/place/-23.50593063,-46.47611133;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.21.28492;Religador Automático;LES;24/06/2026;Pendente de Aprovação;BRA;;356ET053255;24/06/2026 09:00;24/06/2026 16:00;Alpitel Energy (Área 7, 8A e 10) NEC;-23.57438186;-46.41300899;https://www.google.com/maps/place/-23.57438186,-46.41300899;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01571;Remoção de Posto Primário;NOR;25/06/2026;Liberado para Execução;PIE;16358511;257ET028811;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.58807744;-46.64009068;https://www.google.com/maps/place/-23.58807744,-46.64009068;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.00104;Alteração de Carga;LES;25/06/2026;Liberado para Execução;PIE;16357241;CF-150478;25/06/2026 00:30;25/06/2026 04:30;Start Engenharia (Área 8B, 9  e 11) NEC;-23.53063214;-46.54464212;https://www.google.com/maps/place/-23.53063214,-46.54464212;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01788;Ligação Nova;NOR;25/06/2026;Liberado para Execução;PIE;16343963;251ET022588;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.61305887;-46.66797013;https://www.google.com/maps/place/-23.61305887,-46.66797013;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.01017;Migração para Média Tensão;LES;25/06/2026;Liberado para Execução;FI;16297466;352ET167831;25/06/2026 10:00;25/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.49215667;-46.4789859;https://www.google.com/maps/place/-23.49215667,-46.4789859;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.24.06469;Segurança Operativa;LES;25/06/2026;Liberado para Execução;FI;16305704;356ET083621;25/06/2026 10:00;25/06/2026 15:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.57118428;-46.40510087;https://www.google.com/maps/place/-23.57118428,-46.40510087;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00595;Ligação Nova;NOR;25/06/2026;Liberado para Execução;FI;16322222;351BF051893;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.49864081;-46.70764886;https://www.google.com/maps/place/-23.49864081,-46.70764886;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00594;Ligação Nova;NOR;25/06/2026;Liberado para Execução;FI;16322222;351BF051893;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.49864081;-46.70764886;https://www.google.com/maps/place/-23.49864081,-46.70764886;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00572;Ligação Nova;NOR;25/06/2026;Liberado para Execução;FI;16322222;351BF051893;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.49864081;-46.70764886;https://www.google.com/maps/place/-23.49864081,-46.70764886;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00564;Alteração de Carga;LES;25/06/2026;Liberado para Execução;FI;16322323;356ET075696;25/06/2026 10:00;25/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.61189294;-46.48568971;https://www.google.com/maps/place/-23.61189294,-46.48568971;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00492;Ligação Provisória;NOR;25/06/2026;Liberado para Execução;FI;16327825;251ET064187;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.58034443;-46.6696642;https://www.google.com/maps/place/-23.58034443,-46.6696642;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.02772;Religador Automático;LES;25/06/2026;Liberado para Execução;FI;16361430;356ET160637;25/06/2026 09:30;25/06/2026 13:30;Alpitel Energy (Área 7, 8A e 10) NEC;-23.57022005;-46.41701599;https://www.google.com/maps/place/-23.57022005,-46.41701599;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00517;Ligação Nova;NOR;25/06/2026;Liberado para Execução;FI;16327906;251ET097814;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.60498388;-46.69510225;https://www.google.com/maps/place/-23.60498388,-46.69510225;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.03444;Religador Automático;LES;25/06/2026;Liberado para Execução;FI;16361430;356ET160637;25/06/2026 09:30;25/06/2026 13:30;Alpitel Energy (Área 7, 8A e 10) NEC;-23.57022005;-46.41701599;https://www.google.com/maps/place/-23.57022005,-46.41701599;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00586;Alteração de Carga;NOR;25/06/2026;Liberado para Execução;FI;16327969;354ET048058;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.48895177;-46.57838541;https://www.google.com/maps/place/-23.48895177,-46.57838541;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01319;Ligação Nova;NOR;25/06/2026;Liberado para Execução;FI;16327681;251ET020443;25/06/2026 13:00;25/06/2026 16:00;Conecta Obras (Área 4 e 5) NEC;-23.60696223;-46.69227571;https://www.google.com/maps/place/-23.60696223,-46.69227571;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00491;Ligação Nova;NOR;25/06/2026;Liberado para Execução;FI;16328588;251ET004114;25/06/2026 10:00;25/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.6038356;-46.6660433;https://www.google.com/maps/place/-23.6038356,-46.6660433;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00022;Ligação Nova;NOR;25/06/2026;Liberado para Execução;FI;16327780;251ET038857;25/06/2026 10:00;25/06/2026 13:00;Conecta Obras (Área 4 e 5) NEC;-23.57920135;-46.67426604;https://www.google.com/maps/place/-23.57920135,-46.67426604;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00777;Ligação Nova;LES;25/06/2026;Liberado para Execução;FI;DEVOLVIDO;355ET034946;25/06/2026 10:30;25/06/2026 14:30;Alpitel Energy (Área 7, 8A e 10) NEC;-23.55986299;-46.53939089;https://www.google.com/maps/place/-23.55986299,-46.53939089;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00822;Ligação Nova;LES;25/06/2026;Liberado para Execução;FI;DEVOLVIDO;355ET003018;25/06/2026 10:30;25/06/2026 14:30;Alpitel Energy (Área 7, 8A e 10) NEC;-23.55986299;-46.53939089;https://www.google.com/maps/place/-23.55986299,-46.53939089;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01773;Ligação Nova;NOR;25/06/2026;Liberado para Documentação;BRA;;251ET023252;25/06/2026 09:00;25/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.59695676;-46.68075976;https://www.google.com/maps/place/-23.59695676,-46.68075976;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.01311;Ligação Provisória;LES;25/06/2026;Liberado para Documentação;BRA;;356ET006498;25/06/2026 10:00;25/06/2026 15:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.57298827;-46.45268958;https://www.google.com/maps/place/-23.57298827,-46.45268958;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01598;Ligação Provisória;NOR;25/06/2026;Liberado para Documentação;BRA;;257EP029088;25/06/2026 08:00;25/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.56117369;-46.6164272;https://www.google.com/maps/place/-23.56117369,-46.6164272;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.01032;Ligação Nova;LES;25/06/2026;Liberado para Documentação;BRA;;356ET075705;25/06/2026 10:00;25/06/2026 15:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.59783252;-46.39506504;https://www.google.com/maps/place/-23.59783252,-46.39506504;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.00032;Reforma de Rede Secundaria RTRI;LES;26/06/2026;Liberado para Execução;FI;16306270;356ET027525;26/06/2026 10:00;26/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.55543936;-46.39535565;https://www.google.com/maps/place/-23.55543936,-46.39535565;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.01260;Remoção de Poste;LES;26/06/2026;Liberado para Execução;PIE;16323407;010ET230313;26/06/2026 23:00;27/06/2026 03:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.66700933;-46.53321245;https://www.google.com/maps/place/-23.66700933,-46.53321245;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00406;Remoção de Poste;NOR;26/06/2026;Liberado para Execução;PIE;16358465;251BF061938;26/06/2026 10:00;26/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.62119427;-46.65050215;https://www.google.com/maps/place/-23.62119427,-46.65050215;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00521;Alteração de Carga;NOR;26/06/2026;Liberado para Execução;PIE;16359042;351ET141600;26/06/2026 10:00;26/06/2026 13:00;Conecta Obras (Área 4 e 5) NEC;-23.51151376;-46.65427038;https://www.google.com/maps/place/-23.51151376,-46.65427038;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.01962;Rede Compacta;LES;26/06/2026;Liberado para Execução;FI;16300571;356BF041141;26/06/2026 10:00;26/06/2026 14:00;Engelmig (Área 11) NEC e UPS;-23.5995591;-46.44277093;https://www.google.com/maps/place/-23.5995591,-46.44277093;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00491;Ligação Nova;LES;26/06/2026;Liberado para Execução;FI;16322967;352ET006101;26/06/2026 10:00;26/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.50593063;-46.47611133;https://www.google.com/maps/place/-23.50593063,-46.47611133;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.21.00068;Regularização de Ligações Informais;LES;26/06/2026;Liberado para Execução;FI;16327618;025ET018506;26/06/2026 10:00;26/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.7364833;-46.35607817;https://www.google.com/maps/place/-23.7364833,-46.35607817;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00281;Remoção de Poste;NOR;26/06/2026;Liberado para Execução;FI;16333947;354ET017549;26/06/2026 10:00;26/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.51731743;-46.58373845;https://www.google.com/maps/place/-23.51731743,-46.58373845;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00606;Alteração de Carga;NOR;26/06/2026;Liberado para Execução;FI;DEVOLVIDA;351ET004173;26/06/2026 10:00;26/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.49321442;-46.6870204;https://www.google.com/maps/place/-23.49321442,-46.6870204;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00138;Regularização de Ligações Informais;LES;26/06/2026;Liberado para Execução;FI;16327618;025ET018506;26/06/2026 10:00;26/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.7364833;-46.35607817;https://www.google.com/maps/place/-23.7364833,-46.35607817;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.00534;Ligação Nova;NOR;26/06/2026;Liberado para Execução;FI;16333660;151ET023406;26/06/2026 10:00;26/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.55767458;-46.63199705;https://www.google.com/maps/place/-23.55767458,-46.63199705;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01510;Afastamento de Rede (Clientes);NOR;26/06/2026;Liberado para Execução;FI;16333660;151ET023406;26/06/2026 10:00;26/06/2026 14:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.55767458;-46.63199705;https://www.google.com/maps/place/-23.55767458,-46.63199705;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.23.00884;Afastamento de Rede (Clientes);NOR;26/06/2026;Liberado para Execução;FI;16333772;351ET024995;26/06/2026 10:00;26/06/2026 14:00;ZZOUT-Conecta Área 4 (Contrato Antigo);0;0;https://www.google.com/maps/place/0,0;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.24.01009;Remoção de Posto Primário;LES;26/06/2026;Liberado para Documentação;BRA;;356ET072637;26/06/2026 09:00;26/06/2026 16:00;ZZOUT-PSC Alpitel Área 9;-23.51787433;-46.38584905;https://www.google.com/maps/place/-23.51787433,-46.38584905;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.02762;Religador Automático;LES;26/06/2026;Liberado para Documentação;BRA;;356ET160632;26/06/2026 09:00;26/06/2026 16:00;Alpitel Energy (Área 7, 8A e 10) NEC;-23.56655254;-46.41802376;https://www.google.com/maps/place/-23.56655254,-46.41802376;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.02778;Religador Automático;LES;26/06/2026;Liberado para Documentação;BRA;;356ET093237;26/06/2026 09:00;26/06/2026 16:00;Alpitel Energy (Área 7, 8A e 10) NEC;-23.5948472;-46.41197806;https://www.google.com/maps/place/-23.5948472,-46.41197806;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00413;Afastamento de Rede (Clientes);NOR;26/06/2026;Liberado para Execução;OLVR;;351ET037570;26/06/2026 09:00;26/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.44417235;-46.78647304;https://www.google.com/maps/place/-23.44417235,-46.78647304;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00554;Ligação Nova;NOR;26/06/2026;Liberado para Documentação;BRA;;251ET042486;26/06/2026 08:00;26/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.5662875;-46.65685879;https://www.google.com/maps/place/-23.5662875,-46.65685879;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01598;Ligação Provisória;NOR;27/06/2026;Liberado para Execução;PIE;16362544;257EP029088;27/06/2026 10:00;27/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.56117369;-46.6164272;https://www.google.com/maps/place/-23.56117369,-46.6164272;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.22.00876;Remoção de Poste;LES;27/06/2026;Liberado para Execução;PIE;16363942;356ET034590;27/06/2026 10:00;27/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.5944939;-46.44285937;https://www.google.com/maps/place/-23.5944939,-46.44285937;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.22.00853;Remoção de Poste;LES;27/06/2026;Liberado para Execução;PIE;RESOLVIDO;356ET044956;27/06/2026 10:00;27/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.5944939;-46.44285937;https://www.google.com/maps/place/-23.5944939,-46.44285937;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.22.00766;Remoção de Poste;LES;27/06/2026;Liberado para Execução;PIE;RESOLVIDO;356ET044956;27/06/2026 10:00;27/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.5944939;-46.44285937;https://www.google.com/maps/place/-23.5944939,-46.44285937;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00868;Ligação Nova;LES;27/06/2026;Liberado para Execução;PIE;16364007;355ET021670;27/06/2026 10:00;27/06/2026 15:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.54194656;-46.58973489;https://www.google.com/maps/place/-23.54194656,-46.58973489;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01424;Ligação Nova;NOR;27/06/2026;Liberado para Execução;PIE;RESOLVIDO;351EP050791;27/06/2026 10:00;27/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.44692056;-46.72521489;https://www.google.com/maps/place/-23.44692056,-46.72521489;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00328;Remoção de Poste;NOR;27/06/2026;Liberado para Execução;FI;16328544;257ET096094;27/06/2026 10:00;27/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.58110301;-46.63928789;https://www.google.com/maps/place/-23.58110301,-46.63928789;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.24.01034;Ligação Nova;NOR;27/06/2026;Liberado para Documentação;BRA;;257ET002551;27/06/2026 08:00;27/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.60560835;-46.59958486;https://www.google.com/maps/place/-23.60560835,-46.59958486;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.24.00283;Afastamento de Rede (Clientes);NOR;27/06/2026;Liberado para Execução;PIE;RESOLVIDO;251CF038821;27/06/2026 10:00;27/06/2026 14:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.63015977;-46.66574142;https://www.google.com/maps/place/-23.63015977,-46.66574142;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.24.00282;Afastamento de Rede (Clientes);NOR;27/06/2026;Liberado para Execução;PIE;RESOLVIDO;251CF038821;27/06/2026 10:00;27/06/2026 14:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.63015977;-46.66574142;https://www.google.com/maps/place/-23.63015977,-46.66574142;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.24.00234;Afastamento de Rede (Clientes);NOR;27/06/2026;Liberado para Execução;PIE;RESOLVIDO;251CF038821;27/06/2026 10:00;27/06/2026 14:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.63015977;-46.66574142;https://www.google.com/maps/place/-23.63015977,-46.66574142;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.24.00280;Afastamento de Rede (Clientes);NOR;27/06/2026;Liberado para Execução;PIE;RESOLVIDO;251CF038821;27/06/2026 10:00;27/06/2026 14:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.63015977;-46.66574142;https://www.google.com/maps/place/-23.63015977,-46.66574142;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.24.00281;Afastamento de Rede (Clientes);NOR;27/06/2026;Liberado para Execução;PIE;RESOLVIDO;251CF038821;27/06/2026 10:00;27/06/2026 14:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.63015977;-46.66574142;https://www.google.com/maps/place/-23.63015977,-46.66574142;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.00979;Ligação Provisória;NOR;27/06/2026;Liberado para Documentação;BRA;;251ET132431;27/06/2026 09:00;27/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.62664226;-46.66154939;https://www.google.com/maps/place/-23.62664226,-46.66154939;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00448;Ligação Nova;NOR;27/06/2026;Rascunho;BRA;;351EP006555;27/06/2026 08:00;27/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.43407024;-46.71736169;https://www.google.com/maps/place/-23.43407024,-46.71736169;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.24.05716;Rede Compacta;LES;28/06/2026;Liberado para Execução;PIE;16364437;010ET076810;28/06/2026 09:30;28/06/2026 13:30;Engelmig (Área 11) NEC e UPS;-23.66570163;-46.51273467;https://www.google.com/maps/place/-23.66570163,-46.51273467;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.25.00987;Rede Compacta;LES;29/06/2026;Liberado para Execução;FI;RESOLVIDO;015ET088748;29/06/2026 10:00;29/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.66067245;-46.46875494;https://www.google.com/maps/place/-23.66067245,-46.46875494;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.25.00988;Rede Compacta;LES;29/06/2026;Liberado para Execução;FI;RESOLVIDO;015ET076247;29/06/2026 10:00;29/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.66067245;-46.46875494;https://www.google.com/maps/place/-23.66067245,-46.46875494;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.01978;Rede Compacta;LES;29/06/2026;Liberado para Execução;PIE;DEVOLVIDO;356ET006621;29/06/2026 10:00;29/06/2026 14:00;Engelmig (Área 11) NEC e UPS;-23.5891087;-46.42401704;https://www.google.com/maps/place/-23.5891087,-46.42401704;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
