Projeto;Tipo de Serviço;Região;Data Programação;Status;Intervenção;PowerON;Equipamentos;Horário Início;Horário Fim;Contratada;Latitude;Longitude;Link Localização;Link My Maps
DMP/A.LES.26.03035;Rede Compacta;LES;29/06/2026;Liberado para Execução;PIE;DEVOLVIDO;356ET006621;29/06/2026 10:00;29/06/2026 14:00;Engelmig (Área 11) NEC e UPS;-23.5891087;-46.42401704;https://www.google.com/maps/place/-23.5891087,-46.42401704;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.00140;Ligação Nova;NOR;29/06/2026;Liberado para Execução;PIE;DEVOLVIDO;ET-001596;29/06/2026 10:00;29/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.59921823;-46.64762044;https://www.google.com/maps/place/-23.59921823,-46.64762044;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00445;Ligação Provisória;NOR;29/06/2026;Liberado para Documentação;PIE;;257ET122672;29/06/2026 10:00;29/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.60958814;-46.62236776;https://www.google.com/maps/place/-23.60958814,-46.62236776;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.NOR.25.07514;Segurança Operativa;NOR;29/06/2026;Liberado para Execução;PIE;CANCELADO;ET-133765;29/06/2026 10:00;29/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.62167896;-46.6397079;https://www.google.com/maps/place/-23.62167896,-46.6397079;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.NOR.25.07546;Segurança Operativa;NOR;29/06/2026;Liberado para Execução;PIE;CANCELADO;ET-133765;29/06/2026 10:00;29/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.62309797;-46.6400583;https://www.google.com/maps/place/-23.62309797,-46.6400583;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.00986;Remoção de Posto Primário;NOR;29/06/2026;Liberado para Execução;PIE;RESOLVIDO;354ET011348;29/06/2026 10:00;29/06/2026 14:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.47107189;-46.65078246;https://www.google.com/maps/place/-23.47107189,-46.65078246;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.00716;Ligação Nova;LES;29/06/2026;Liberado para Execução;FI;16340514;356ET020602;29/06/2026 09:00;29/06/2026 13:00;Alpitel Energy (Área 7, 8A e 10) NEC;-23.53771315;-46.47101989;https://www.google.com/maps/place/-23.53771315,-46.47101989;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.00177;Alteração de Carga;LES;29/06/2026;Liberado para Execução;FI;RESOLVIDO;356ET093049;29/06/2026 10:30;29/06/2026 14:30;Conecta Obras Extras (Área 8B, 9 e 11) NEC;-23.58961159;-46.40983583;https://www.google.com/maps/place/-23.58961159,-46.40983583;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01003;Ligação Nova;NOR;29/06/2026;Liberado para Execução;FI;16340712;354ET006107;29/06/2026 10:00;29/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.46795065;-46.59846895;https://www.google.com/maps/place/-23.46795065,-46.59846895;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00274;Alteração de Carga;NOR;29/06/2026;Liberado para Execução;FI;16355759;151ET024733;29/06/2026 10:00;29/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.56594601;-46.66046908;https://www.google.com/maps/place/-23.56594601,-46.66046908;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.24.01517;Ligação Nova;NOR;29/06/2026;Liberado para Documentação;BRA;;251IP16J209;29/06/2026 08:00;29/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.59383967;-46.68083457;https://www.google.com/maps/place/-23.59383967,-46.68083457;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.24.01518;Ligação Nova;NOR;29/06/2026;Liberado para Documentação;BRA;;251IP16J209;29/06/2026 08:00;29/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.59383967;-46.68083457;https://www.google.com/maps/place/-23.59383967,-46.68083457;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01806;Ligação Nova;NOR;29/06/2026;Liberado para Documentação;BRA;;251BF062473;29/06/2026 08:00;29/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.59589361;-46.68303906;https://www.google.com/maps/place/-23.59589361,-46.68303906;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00445;Ligação Provisória;NOR;29/06/2026;Liberado para Execução;PIE;16374719;257ET122672;29/06/2026 10:00;29/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.60958814;-46.62236776;https://www.google.com/maps/place/-23.60958814,-46.62236776;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.01972;Rede Compacta;LES;29/06/2026;Pendente de Aprovação;FI;;356ET167065;29/06/2026 10:00;29/06/2026 14:00;Engelmig (Área 11) NEC e UPS;-23.57598536;-46.42970663;https://www.google.com/maps/place/-23.57598536,-46.42970663;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
