"Projeto";"Tipo de Serviço";"Data Prog.";"Status";"Intervenção";"PowerON";"Equipamento";"Horário Início";"Horário Fim";"Parceira";"Região";"Latitude";"Longitude";"Situação Coordenadas";"Link Google Maps";"Link My Maps";"Origem"
"DAC/A.LES.26.01078";"Ligação Nova";"12/09/2026";"Liberado para Execução";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DMP/A.LES.25.00717";"Religador Automático";"12/09/2026";"Liberado para Execução";"PIE";"16743854";"353ET000182";"10:30";"14:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.5438503881755";"-46.5746511520211";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5438503881755,-46.5746511520211";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.01917";"Religador Automático";"12/09/2026";"Liberado para Execução";"PIE";"16742716";"356ET009654";"10:30";"14:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.5748054679759";"-46.433728248046";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5748054679759,-46.433728248046";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.ABC.26.00027";"Remoção de Poste";"13/09/2026";"Liberado para Execução";"PIE";"16731161";"010ET001027";"09:50";"13:50";"Start Engenharia (Área 8B, 9  e 11) NEC";"ABC";"-23.6629332117333";"-46.5295722114257";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6629332117333,-46.5295722114257";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.00105";"Alteração de Carga";"13/09/2026";"Liberado para Execução";"PIE";"16748606";"353ET040158";"10:00";"14:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5260659999618";"-46.5523140318165";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5260659999618,-46.5523140318165";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00675";"Remoção de Poste";"13/09/2026";"Liberado para Execução";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.26.00868";"Ligação Nova";"13/09/2026";"Liberado para Execução";"";"";"";"";"";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DMP/A.LES.21.27659";"Religador Automático";"13/09/2026";"Liberado para Execução";"PIE";"DEVOLVIDO";"353ET009270";"11:00";"15:00";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.5737182900515";"-46.5127746759396";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5737182900515,-46.5127746759396";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.23.02561";"Rede Compacta";"13/09/2026";"Liberado para Documentação";"PIE";"";"010ET006377";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.6348192933798";"-46.5322871817324";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6348192933798,-46.5322871817324";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.25.00035";"Substituição de Poste em Mau Estado";"13/09/2026";"Rascunho";"PIE";"";"353ET048187";"09:35";"13:35";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5371426535389";"-46.5784008287626";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5371426535389,-46.5784008287626";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.25.06805";"Religador Automático";"13/09/2026";"Liberado para Execução";"PIE";"16747193";"353ET006317";"10:30";"14:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.5598689384737";"-46.5201772833278";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5598689384737,-46.5201772833278";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.21.13536";"Rede Compacta";"14/09/2026";"Liberado para Execução";"PIE";"DEVOLVIDO";"356ET161406";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.6019827858353";"-46.4382375134773";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6019827858353,-46.4382375134773";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.21.17522";"Rede Compacta";"14/09/2026";"Liberado para Execução";"PIE";"DEVOLVIDO";"356ET092910";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.6036732822309";"-46.4380501576274";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6036732822309,-46.4380501576274";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.ABC.26.00401";"Ligação Nova";"15/09/2026";"Liberado para Execução";"FI";"16696401";"015ET068159";"00:30";"04:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"ABC";"-23.6879795245885";"-46.4522976624785";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6879795245885,-46.4522976624785";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.00773";"Alteração de Carga";"15/09/2026";"Liberado para Execução";"FI";"16725428";"353ET034382";"10:00";"13:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5491888473607";"-46.5207792959695";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5491888473607,-46.5207792959695";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.00778";"Ligação Nova";"15/09/2026";"Liberado para Execução";"FI";"16704722";"356ET024107";"13:00";"16:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5419304488867";"-46.4056702168834";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5419304488867,-46.4056702168834";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.00859";"Migração para Média Tensão";"15/09/2026";"Liberado para Documentação";"BRA";"";"356ET011378";"09:30";"15:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5548847759259";"-46.4473524517143";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5548847759259,-46.4473524517143";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.00937";"Alteração de Carga";"15/09/2026";"Liberado para Documentação";"BRA";"";"356ET060549";"09:00";"13:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5420156482363";"-46.437496291596";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5420156482363,-46.437496291596";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.01268";"Ligação Nova";"15/09/2026";"Liberado para Execução";"FI";"16704417";"352ET021866";"09:35";"13:35";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5008990587511";"-46.44810385884";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5008990587511,-46.44810385884";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00375";"Ligação Nova";"15/09/2026";"Liberado para Execução";"FI";"16704753";"356ET160577";"13:00";"16:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5794371828268";"-46.413486757298";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5794371828268,-46.413486757298";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00809";"Alteração de Carga";"15/09/2026";"Liberado para Execução";"FI";"16712281";"356ET023126";"10:00";"14:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.553067785852";"-46.414046846454";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.553067785852,-46.414046846454";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00836";"Ligação Provisória";"15/09/2026";"Liberado para Execução";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.26.00870";"Ligação Nova";"15/09/2026";"Liberado para Documentação";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.26.00872";"Ligação Nova";"15/09/2026";"Liberado para Execução";"PIE";"16750524";"353ET170607";"10:00";"14:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5311666770361";"-46.5037355968671";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5311666770361,-46.5037355968671";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.01064";"Ligação Nova";"15/09/2026";"Liberado para Execução";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.26.01127";"Ligação Nova";"15/09/2026";"Liberado para Execução";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.26.01143";"Remoção de Poste";"15/09/2026";"Liberado para Execução";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DMP/A.LES.25.05399";"Substituição de Poste em Mau Estado";"15/09/2026";"Liberado para Execução";"FI";"16742605";"353ET041466";"09:00";"13:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5588611894912";"-46.4842815521798";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5588611894912,-46.4842815521798";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.01728";"Reforma de Rede Secundária";"15/09/2026";"Rascunho";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DMP/A.LES.26.01913";"Religador Automático";"15/09/2026";"Liberado para Execução";"FI";"16724484";"356ET160538";"10:30";"14:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.585807489177";"-46.4139726066539";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.585807489177,-46.4139726066539";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.02040";"Reforma de Rede Secundária";"15/09/2026";"Liberado para Documentação";"";"";"";"";"";"ZZOUT-PSC Alpitel Área 9";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DMP/A.LES.26.03104";"Rede Compacta";"15/09/2026";"Liberado para Execução";"PIE";"16750513";"356ET052591";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.5848048277106";"-46.4194938206928";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5848048277106,-46.4194938206928";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.03105";"Rede Compacta";"15/09/2026";"Liberado para Execução";"PIE";"16750513";"356ET052591";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.5848048277106";"-46.4194938206928";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5848048277106,-46.4194938206928";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00503";"Alteração de Carga";"16/09/2026";"Liberado para Execução";"FI";"16709463";"352ET009390";"10:00";"13:00";"Conecta Obras Extras (Área 8B, 9 e 11) NEC";"LES";"-23.5116386658207";"-46.4984802149367";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5116386658207,-46.4984802149367";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00712";"Ligação Nova";"16/09/2026";"Liberado para Execução";"FI";"16704882";"352ET161096";"00:30";"04:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.4936589441085";"-46.4432718497251";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.4936589441085,-46.4432718497251";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.01162";"Alteração de Carga";"16/09/2026";"Liberado para Execução";"FI";"16705021";"353ET010450";"10:00";"14:00";"Conecta Obras Extras (Área 8B, 9 e 11) NEC";"LES";"-23.5615460166271";"-46.5296501867278";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5615460166271,-46.5296501867278";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.01178";"Ligação Nova";"16/09/2026";"Liberado para Execução";"FI";"16705222";"353BF150744";"14:00";"17:00";"Conecta Obras Extras (Área 8B, 9 e 11) NEC";"LES";"-23.5246012033243";"-46.6171489577693";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5246012033243,-46.6171489577693";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.24.04905";"Rede Compacta";"16/09/2026";"Liberado para Execução";"PIE";"RESOLVIDO";"353ET013232";"10:00";"14:00";"ZZOUT-Start Área 8B+11 (Contrato Antigo)";"LES";"-23.5581110442241";"-46.5318243574902";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5581110442241,-46.5318243574902";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.25.02391";"Religador Automático";"16/09/2026";"Liberado para Execução";"FI";"16709514";"353BF053837";"10:30";"13:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.5593306883145";"-46.4889195608674";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5593306883145,-46.4889195608674";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.01969";"Rede Compacta";"16/09/2026";"Liberado para Execução";"PIE";"RESOLVIDO";"356ET093025";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.5833900881955";"-46.4114614269783";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5833900881955,-46.4114614269783";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.02771";"Religador Automático";"16/09/2026";"Liberado para Execução";"FI";"1670500";"356ET167577";"10:30";"14:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.5704975060509";"-46.4185501004916";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5704975060509,-46.4185501004916";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.03188";"Rede Compacta";"16/09/2026";"Liberado para Execução";"PIE";"RESOLVIDO";"356ET093025";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.5833900881955";"-46.4114614269783";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5833900881955,-46.4114614269783";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.ABC.26.00389";"Ligação Nova";"17/09/2026";"Liberado para Documentação";"PIE";"";"010IP031110";"02:30";"04:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"ABC";"-23.6605819578161";"-46.5426431490056";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6605819578161,-46.5426431490056";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.ABC.26.00402";"Ligação Nova";"17/09/2026";"Liberado para Execução";"FI";"16735631";"010ET087001";"23:30";"04:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"ABC";"-23.6926165733575";"-46.5065204076559";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6926165733575,-46.5065204076559";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00551";"Ligação Nova";"17/09/2026";"Liberado para Execução";"";"";"";"";"";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.26.00649";"Ligação Nova";"17/09/2026";"Liberado para Execução";"";"";"";"";"";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.26.00854";"Alteração de Carga";"17/09/2026";"Liberado para Execução";"PIE";"DEVOLVIDO";"353ET006232";"10:00";"14:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5504000237103";"-46.5307945918568";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5504000237103,-46.5307945918568";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00862";"Remoção de Poste";"17/09/2026";"Liberado para Execução";"";"";"";"";"";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.26.00886";"Alteração de Carga";"17/09/2026";"Liberado para Execução";"FI";"16705489";"356ET070590";"09:40";"12:40";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.578097959751";"-46.4044874008412";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.578097959751,-46.4044874008412";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00904";"Ligação Nova";"17/09/2026";"Liberado para Execução";"";"";"";"";"";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DMP/A.LES.22.01917";"Rede Compacta";"17/09/2026";"Liberado para Execução";"FI";"16705326";"356ET093225";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.5926572826185";"-46.4142749307943";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5926572826185,-46.4142749307943";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.25.02390";"Religador Automático";"17/09/2026";"Liberado para Execução";"FI";"16735860";"353ET043737";"10:30";"13:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.5632162374536";"-46.4869765813163";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5632162374536,-46.4869765813163";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.02811";"Religador Automático";"17/09/2026";"Liberado para Execução";"FI";"16705505";"356ET070370";"10:30";"14:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.6217114982805";"-46.4940548669251";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6217114982805,-46.4940548669251";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.00613";"Ligação Nova";"18/09/2026";"Liberado para Documentação";"BRA";"";"353ET000516";"13:00";"16:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5397416994279";"-46.5531103077299";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5397416994279,-46.5531103077299";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.01231";"Alteração de Carga";"18/09/2026";"Liberado para Execução";"FI";"16747027";"352ET055266";"13:00";"16:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5363775772929";"-46.4820701644203";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5363775772929,-46.4820701644203";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00869";"Ligação Nova";"18/09/2026";"Liberado para Documentação";"BRA";"";"352ET015412";"09:00";"16:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.4938974907656";"-46.3926508880198";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.4938974907656,-46.3926508880198";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.01091";"Ligação Nova";"18/09/2026";"Liberado para Execução";"FI";"16710041";"352ET037901";"09:30";"13:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5379142058527";"-46.4828709731427";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5379142058527,-46.4828709731427";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
