Projeto;Tipo de Serviço;Região;Data Prog.;Status;Intervenção;OS;Equipamento;Início Prog.;Fim Prog.;Parceira;Latitude;Longitude;Link Google Maps
DAC/A.NOR.25.01806;Ligação Nova;NOR;29/06/2026;Liberado para Execução;BRA;16398191;251BF062473;29/06/2026 07:59;29/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.59603202;-46.68276647;https://www.google.com/maps/place/-23.59603202,-46.68276647
DAC/A.LES.25.00716;Ligação Nova;LES;29/06/2026;Liberado para Execução;FI;16340514;356ET020602;29/06/2026 09:00;29/06/2026 13:00;Alpitel Energy (Área 7, 8A e 10) NEC;-23.53771315;-46.47101989;https://www.google.com/maps/place/-23.53771315,-46.47101989
DAC/A.NOR.26.00509;Ligação Provisória;NOR;29/06/2026;Liberado para Execução;BRA;16413561;354ET043821;29/06/2026 09:00;29/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.48775792;-46.62626606;https://www.google.com/maps/place/-23.48775792,-46.62626606
DAC/A.NOR.26.00510;Ligação Provisória;NOR;29/06/2026;Liberado para Execução;BRA;16413561;354ET043821;29/06/2026 09:00;29/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.48775792;-46.62626606;https://www.google.com/maps/place/-23.48775792,-46.62626606
DAC/A.NOR.25.01003;Ligação Nova;NOR;29/06/2026;Liberado para Execução;FI;16340712;354ET006107;29/06/2026 10:00;29/06/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.46795065;-46.59846895;https://www.google.com/maps/place/-23.46795065,-46.59846895
DAC/A.NOR.26.00274;Alteração de Carga;NOR;29/06/2026;Liberado para Execução;FI;16355759;151ET024733;29/06/2026 10:00;29/06/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.56594601;-46.66046908;https://www.google.com/maps/place/-23.56594601,-46.66046908
DAC/A.NOR.26.00445;Ligação Provisória;NOR;29/06/2026;Liberado para Execução;PIE;16374719;257ET122672;29/06/2026 10:00;29/06/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.60958814;-46.62236776;https://www.google.com/maps/place/-23.60958814,-46.62236776
DMP/A.LES.26.01972;Rede Compacta;LES;29/06/2026;Pendente de Aprovação;FI;;356ET167065;29/06/2026 10:00;29/06/2026 13:59;Engelmig (Área 11) NEC e UPS;-23.57581919;-46.42960851;https://www.google.com/maps/place/-23.57581919,-46.42960851
DAC/A.LES.25.00971;Ligação Nova;LES;30/06/2026;Liberado para Execução;PIE;16326257;010ET003218;30/06/2026 00:29;30/06/2026 04:30;Start Engenharia (Área 8B, 9  e 11) NEC;-23.67010861;-46.53111024;https://www.google.com/maps/place/-23.67010861,-46.53111024
DAC/A.NOR.25.00928;Ligação Nova;NOR;30/06/2026;Liberado para Execução;OLVR;;351CF110510;30/06/2026 07:59;30/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.60345331;-46.67630658;https://www.google.com/maps/place/-23.60345331,-46.67630658
DAC/A.NOR.25.00172;Ligação Nova;NOR;30/06/2026;Liberado para Execução;BRA;16413805;251ET120749;30/06/2026 07:59;30/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.62541958;-46.69164417;https://www.google.com/maps/place/-23.62541958,-46.69164417
DAC/A.NOR.25.01497;Remoção de Poste;NOR;30/06/2026;Liberado para Documentação;BRA;;251ET120823;30/06/2026 07:59;30/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.60402029;-46.66810199;https://www.google.com/maps/place/-23.60402029,-46.66810199
DAC/A.NOR.26.00569;Ligação Nova;NOR;30/06/2026;Liberado para Execução;BRA;16413556;152ET085418;30/06/2026 07:59;30/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.52006436;-46.66283718;https://www.google.com/maps/place/-23.52006436,-46.66283718
DAC/A.NOR.25.01040;Ligação Nova;NOR;30/06/2026;Liberado para Execução;BRA;16413924;251ET121759;30/06/2026 07:59;30/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.62630282;-46.66723832;https://www.google.com/maps/place/-23.62630282,-46.66723832
DAC/A.NOR.25.00577;Ligação Nova;NOR;30/06/2026;Liberado para Execução;BRA;16412908;257EP045661;30/06/2026 07:59;30/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.59517226;-46.64936303;https://www.google.com/maps/place/-23.59517226,-46.64936303
DAC/A.NOR.25.01476;Ligação Nova;NOR;30/06/2026;Liberado para Execução;BRA;16398155;354ET067532;30/06/2026 09:00;30/06/2026 16:00;Conecta Obras (Área 4 e 5) NEC;-23.48750937;-46.61262722;https://www.google.com/maps/place/-23.48750937,-46.61262722
DAC/A.NOR.26.00399;Remoção de Posto Primário;NOR;30/06/2026;Liberado para Execução;BRA;16398499;251EP029327;30/06/2026 09:00;30/06/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.60529068;-46.69620498;https://www.google.com/maps/place/-23.60529068,-46.69620498
DAC/A.NOR.26.00234;Remoção de Poste;NOR;30/06/2026;Liberado para Execução;PIE;16398952;251CF110436;30/06/2026 09:00;30/06/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.62839498;-46.6624531;https://www.google.com/maps/place/-23.62839498,-46.6624531
DAC/A.LES.26.00509;Alteração de Carga;LES;30/06/2026;Liberado para Execução;PIE;16355863;352ET160307;30/06/2026 10:00;30/06/2026 13:59;Start Engenharia (Área 8B, 9  e 11) NEC;-23.51989109;-46.48004737;https://www.google.com/maps/place/-23.51989109,-46.48004737
DAC/A.NOR.26.00548;Alteração de Carga;NOR;30/06/2026;Liberado para Execução;FI;16356975;351ET040314;30/06/2026 10:00;30/06/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.48977825;-46.74242065;https://www.google.com/maps/place/-23.48977825,-46.74242065
DAC/A.NOR.24.00977;Remoção de Poste;NOR;30/06/2026;Liberado para Execução;FI;16375266;251ET011617;30/06/2026 10:00;30/06/2026 13:59;ZZOUT-Conecta Área 5 (Contrato Antigo);-23.62734173;-46.69168327;https://www.google.com/maps/place/-23.62734173,-46.69168327
DAC/A.NOR.26.00363;Remoção de Poste;NOR;30/06/2026;Liberado para Execução;FI;16356837;257ET004352;30/06/2026 10:00;30/06/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.62268617;-46.61340556;https://www.google.com/maps/place/-23.62268617,-46.61340556
DAC/A.NOR.25.01328;Ligação Nova;NOR;30/06/2026;Liberado para Execução;FI;16369607;DJMOR0105;30/06/2026 10:00;30/06/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.60782985;-46.6915709;https://www.google.com/maps/place/-23.60782985,-46.6915709
DAC/A.NOR.25.01501;Ligação Nova;NOR;30/06/2026;Liberado para Execução;FI;16356838;257ET068755;30/06/2026 10:00;30/06/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.57481284;-46.6545268;https://www.google.com/maps/place/-23.57481284,-46.6545268
DAC/A.NOR.23.00843;Afastamento de Rede (Clientes);NOR;30/06/2026;Liberado para Execução;PIE;16380409;354ET003439;30/06/2026 10:00;30/06/2026 12:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.4802103;-46.65583919;https://www.google.com/maps/place/-23.4802103,-46.65583919
DAC/A.NOR.23.00833;Afastamento de Rede (Clientes);NOR;30/06/2026;Liberado para Execução;PIE;16380409;354ET003439;30/06/2026 10:00;30/06/2026 12:00;Conecta Obras Extras (Área 4 e 5) NEC;-23.4802103;-46.65583919;https://www.google.com/maps/place/-23.4802103,-46.65583919
DMP/A.LES.26.01978;Rede Compacta;LES;30/06/2026;Pendente de Aprovação;FI;;356ET006621;30/06/2026 10:00;30/06/2026 13:59;Engelmig (Área 11) NEC e UPS;-23.59051137;-46.42191717;https://www.google.com/maps/place/-23.59051137,-46.42191717
DAC/A.LES.25.00104;Alteração de Carga;LES;01/07/2026;Liberado para Execução;PIE;16326576;353CF150478;01/07/2026 00:29;01/07/2026 04:30;Start Engenharia (Área 8B, 9  e 11) NEC;-23.53095904;-46.54554289;https://www.google.com/maps/place/-23.53095904,-46.54554289
DAC/A.LES.25.00099;Alteração de Carga;LES;01/07/2026;Liberado para Execução;PIE;16326576;353CF150478;01/07/2026 00:29;01/07/2026 04:30;Start Engenharia (Área 8B, 9  e 11) NEC;-23.53095904;-46.54554289;https://www.google.com/maps/place/-23.53095904,-46.54554289
DAC/A.NOR.25.01518;Ligação Nova;NOR;01/07/2026;Liberado para Execução;BRA;16400822;152EP012015;01/07/2026 07:59;01/07/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.5182822;-46.66943855;https://www.google.com/maps/place/-23.5182822,-46.66943855
DAC/A.NOR.25.01540;Ligação Nova;NOR;01/07/2026;Liberado para Execução;BRA;16400822;152EP012015;01/07/2026 07:59;01/07/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.5182822;-46.66943855;https://www.google.com/maps/place/-23.5182822,-46.66943855
DAC/A.NOR.25.01542;Ligação Nova;NOR;01/07/2026;Liberado para Execução;BRA;16400822;152EP012015;01/07/2026 07:59;01/07/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.5182822;-46.66943855;https://www.google.com/maps/place/-23.5182822,-46.66943855
DAC/A.NOR.25.01428;Ligação Nova;NOR;01/07/2026;Liberado para Execução;BRA;16401215;351CF008232;01/07/2026 07:59;01/07/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.50589606;-46.67998578;https://www.google.com/maps/place/-23.50589606,-46.67998578
DAC/A.NOR.25.01041;Ligação Nova;NOR;01/07/2026;Liberado para Execução;BRA;16402083;ET-005369;01/07/2026 07:59;01/07/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.60510886;-46.69160007;https://www.google.com/maps/place/-23.60510886,-46.69160007
DAC/A.NOR.24.01478;Afastamento de Rede (Clientes);NOR;01/07/2026;Rascunho;BRA;;251ET132639;01/07/2026 09:00;01/07/2026 16:59;Conecta Obras Extras (Área 4 e 5) NEC;0;0;https://www.google.com/maps/place/0,0
DAC/A.NOR.26.00347;Remoção de Poste;NOR;01/07/2026;Liberado para Execução;FI;16406537;251ET019147;01/07/2026 09:00;01/07/2026 12:00;Conecta Obras (Área 4 e 5) NEC;-23.63110802;-46.66330919;https://www.google.com/maps/place/-23.63110802,-46.66330919
DMP/A.NOR.25.01526;Reforma de Rede Secundária;NOR;01/07/2026;Liberado para Execução;OLVR;;354ET140825;01/07/2026 09:00;01/07/2026 16:59;Conecta Elicord NEC;-23.43370464;-46.58720898;https://www.google.com/maps/place/-23.43370464,-46.58720898
DMP/A.LES.26.02698;Religador Automático;LES;01/07/2026;Liberado para Execução;PIE;16375141;355ET000993;01/07/2026 09:29;01/07/2026 13:30;Alpitel Energy (Área 7, 8A e 10) NEC;-23.55553302;-46.60604384;https://www.google.com/maps/place/-23.55553302,-46.60604384
DMP/A.LES.26.02701;Religador Automático;LES;01/07/2026;Liberado para Execução;PIE;16375141;355ET001229;01/07/2026 09:29;01/07/2026 13:30;Alpitel Energy (Área 7, 8A e 10) NEC;-23.55497126;-46.60782464;https://www.google.com/maps/place/-23.55497126,-46.60782464
DAC/A.NOR.26.00484;Ligação Nova;NOR;01/07/2026;Liberado para Execução;FI;16358546;354ET500443;01/07/2026 10:00;01/07/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.49112509;-46.60672485;https://www.google.com/maps/place/-23.49112509,-46.60672485
DAC/A.NOR.25.01712;Remoção de Posto Primário;NOR;01/07/2026;Liberado para Execução;PIE;16372054;354EP010096;01/07/2026 10:00;01/07/2026 13:59;Conecta Obras (Área 4 e 5) NEC;-23.47706952;-46.61006256;https://www.google.com/maps/place/-23.47706952,-46.61006256
DAC/A.LES.24.00910;Ligação Nova;LES;01/07/2026;Liberado para Execução;FI;16379138;353ET029621;01/07/2026 10:00;01/07/2026 13:59;Start Engenharia (Área 8B, 9  e 11) NEC;-23.53695085;-46.49217707;https://www.google.com/maps/place/-23.53695085,-46.49217707
DAC/A.LES.25.00855;Remoção de Poste;LES;01/07/2026;Liberado para Execução;FI;16368279;356ET162220;01/07/2026 10:00;01/07/2026 13:59;Start Engenharia (Área 8B, 9  e 11) NEC;-23.5944939;-46.44285937;https://www.google.com/maps/place/-23.5944939,-46.44285937
DAC/A.LES.25.00856;Remoção de Poste;LES;01/07/2026;Liberado para Execução;FI;16368279;356ET162220;01/07/2026 10:00;01/07/2026 13:59;Start Engenharia (Área 8B, 9  e 11) NEC;-23.5944939;-46.44285937;https://www.google.com/maps/place/-23.5944939,-46.44285937
DAC/A.LES.26.00726;Alteração de Carga;LES;01/07/2026;Liberado para Execução;FI;16358335;353ET004927;01/07/2026 10:00;01/07/2026 13:59;Start Engenharia (Área 8B, 9  e 11) NEC;-23.54166621;-46.51724698;https://www.google.com/maps/place/-23.54166621,-46.51724698
DAC/A.NOR.25.00205;Ligação Nova;NOR;01/07/2026;Liberado para Execução;FI;16357560;251ET009648;01/07/2026 10:00;01/07/2026 12:00;Conecta Obras (Área 4 e 5) NEC;-23.61504686;-46.68563591;https://www.google.com/maps/place/-23.61504686,-46.68563591
DMP/A.NOR.25.01634;Substituição de Transformadores PCB;NOR;01/07/2026;Liberado para Execução;FI;16358130;257ET001693;01/07/2026 10:00;01/07/2026 13:59;Conecta Obras (Área 4 e 5) NEC;0;0;https://www.google.com/maps/place/0,0
DAC/A.NOR.25.01410;Alteração de Carga;NOR;01/07/2026;Liberado para Execução;FI;16357249;152ET085387;01/07/2026 10:00;01/07/2026 13:00;Conecta Obras (Área 4 e 5) NEC;-23.54018963;-46.65820518;https://www.google.com/maps/place/-23.54018963,-46.65820518
DMP/A.LES.26.03075;Rede Compacta;LES;01/07/2026;Liberado para Execução;OLVR;;356ET160214;01/07/2026 10:00;01/07/2026 13:59;Engelmig (Área 11) NEC e UPS;-23.59051137;-46.42191717;https://www.google.com/maps/place/-23.59051137,-46.42191717
DMP/A.LES.26.03077;Rede Compacta;LES;01/07/2026;Rascunho;FI;;356ET160214;01/07/2026 10:00;01/07/2026 13:59;Engelmig (Área 11) NEC e UPS;-23.59051137;-46.42191717;https://www.google.com/maps/place/-23.59051137,-46.42191717
DMP/A.LES.26.03075;Rede Compacta;LES;01/07/2026;Rascunho;FI;;356ET160214;01/07/2026 10:00;01/07/2026 13:59;Engelmig (Área 11) NEC e UPS;-23.59051137;-46.42191717;https://www.google.com/maps/place/-23.59051137,-46.42191717
DAC/A.LES.26.00647;Ligação Nova;LES;01/07/2026;Liberado para Execução;PIE;16369307;353ET000561;01/07/2026 22:59;02/07/2026 03:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.54764589;-46.60711069;https://www.google.com/maps/place/-23.54764589,-46.60711069
DAC/A.NOR.25.01200;Ligação Nova;NOR;02/07/2026;Liberado para Execução;BRA;16406269;251ET121236;02/07/2026 07:59;02/07/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.60852747;-46.6688352;https://www.google.com/maps/place/-23.60852747,-46.6688352
DAC/A.NOR.26.00682;Ligação Nova;NOR;02/07/2026;Liberado para Execução;OLVR;;351ET500431;02/07/2026 07:59;02/07/2026 16:59;Conecta Obras (Área 4 e 5) NEC;-23.4021918;-46.721567;https://www.google.com/maps/place/-23.4021918,-46.721567
DMP/A.LES.26.02613;Segurança Operativa;LES;02/07/2026;Pendente de Aprovação;BRA;;356CF140317;02/07/2026 07:59;02/07/2026 16:59;Conecta Obras Extras (Área 8B, 9 e 11) NEC;-23.59714971;-46.4570628;https://www.google.com/maps/place/-23.59714971,-46.4570628
