Projeto;Descrição;Data Prog.;Status;Intervenção;Nº PowerON;Equipamento;Horário Início;Horário Fim;Contratada;Região;Latitude;Longitude;Link Google Maps;Link My Maps
DAC/A.LES.24.01014;Remoção de Posto Primário;17/07/2026;Liberado para Execução;PIE;16480928;356CF015556;09:30;13:30;Alpitel Energy (Área 7, 8A e 10) NEC;LES;-23.5431134827427;-46.4163651300269;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.26.00199;Ligação Nova;17/07/2026;Liberado para Execução;FI;16448208;353ET065828;10:00;14:00;Start Engenharia (Área 8B, 9  e 11) NEC;LES;-23.5615395765605;-46.5081271050568;📍 Ver no Maps;🗺️ My Maps
DAC/A.ABC.26.00041;Alteração de Carga;17/07/2026;Liberado para Execução;FI;16453556;015ET018309;10:00;13:00;Start Engenharia (Área 8B, 9  e 11) NEC;ABC;-23.6898971802716;-46.4506899546832;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.26.00365;Alteração de Carga;17/07/2026;Liberado para Execução;FI;16453486;010ET031801;10:00;14:00;Start Engenharia (Área 8B, 9  e 11) NEC;LES;-23.6316796131303;-46.4923644323595;📍 Ver no Maps;🗺️ My Maps
DMP/A.NOR.25.07537;Segurança Operativa;17/07/2026;Liberado para Execução;FI;16442665;251ET024520;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.6192795;-46.63969557;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00027;Alteração de Carga;17/07/2026;Liberado para Execução;FI;16448248;355ET003539;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.55851528;-46.61376406;📍 Ver no Maps;🗺️ My Maps
DMP/A.NOR.25.07540;Segurança Operativa;17/07/2026;Liberado para Execução;FI;16442637;251BF074177;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.62081287;-46.6395799;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.24.01493;Ligação Nova;17/07/2026;Liberado para Execução;FI;16442847;151CF007799;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.55973181;-46.62979838;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.24.01462;Ligação Nova;17/07/2026;Liberado para Execução;FI;16442847;151CF007799;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.55973181;-46.62979838;📍 Ver no Maps;🗺️ My Maps
DMP/A.NOR.25.07542;Segurança Operativa;17/07/2026;Liberado para Execução;FI;16443996;251ET122219;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.62078772;-46.63622282;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00281;Remoção de Poste;17/07/2026;Liberado para Execução;FI;16448406;354ET017549;10:00;13:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.51731743;-46.58373845;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.25.01571;Remoção de Posto Primário;17/07/2026;Liberado para Documentação;BRA;;257ET013173;09:00;17:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.58857502;-46.63990982;📍 Ver no Maps;🗺️ My Maps
DMP/A.LES.26.01972;Rede Compacta;17/07/2026;Liberado para Execução;FI;RESOLVIDO;356ET167065;10:00;14:00;Engelmig (Área 11) NEC e UPS;LES;-23.5762689722483;-46.4298411666488;📍 Ver no Maps;🗺️ My Maps
DMP/A.LES.26.01973;Rede Compacta;17/07/2026;Liberado para Execução;FI;RESOLVIDO;356ET167065;10:00;14:00;Engelmig (Área 11) NEC e UPS;LES;-23.5762689722483;-46.4298411666488;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.21.00068;Regularização de Ligações Informais;17/07/2026;Liberado para Execução;OLVR;;025ET018506;09:00;16:00;Start Engenharia (Área 8B, 9  e 11) NEC;LES;-23.7364789863436;-46.3560891940195;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.25.01770;Ligação Nova;17/07/2026;Liberado para Documentação;BRA;;351EP050955;09:00;17:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.47014296;-46.65400959;📍 Ver no Maps;🗺️ My Maps
DMP/A.LES.24.04516;Segurança Operativa;17/07/2026;Liberado para Execução;OLVR;;010ET221443;09:00;13:00;Start Engenharia (Área 8B, 9  e 11) NEC;LES;-23.7009143984162;-46.49290083957;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.25.00673;Ligação Nova;17/07/2026;Liberado para Execução;OLVR;;352ET029815;23:00;04:00;Start Engenharia (Área 8B, 9  e 11) NEC;LES;-23.5024597713635;-46.4569844398303;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00399;Remoção de Posto Primário;17/07/2026;Liberado para Documentação;BRA;;251EP029327;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.60529068;-46.69620498;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.26.00776;Migração para Média Tensão;18/07/2026;Liberado para Execução;PIE;16454801;355CF010123;10:00;14:00;Conecta Obras Extras (Área 8B, 9 e 11) NEC;LES;-23.60354783;-46.54254545;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.26.00775;Migração para Média Tensão;18/07/2026;Liberado para Execução;PIE;16454801;355CF010123;10:00;14:00;Conecta Obras Extras (Área 8B, 9 e 11) NEC;LES;-23.60354783;-46.54254545;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.26.00755;Migração para Média Tensão;18/07/2026;Liberado para Execução;PIE;16454801;355CF010123;10:00;14:00;Conecta Obras Extras (Área 8B, 9 e 11) NEC;LES;-23.60354783;-46.54254545;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00269;Ligação Provisória;18/07/2026;Liberado para Execução;PIE;16414164;251ET059119;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.58484506;-46.68530049;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00307;Migração para Média Tensão;18/07/2026;Liberado para Execução;PIE;16469965;151ET034454;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.55832984;-46.63335355;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.26.00739;Alteração de Carga;18/07/2026;Liberado para Execução;PIE;16454476;353ET004821;10:00;14:00;Start Engenharia (Área 8B, 9  e 11) NEC;LES;-23.542665682326;-46.593255859526;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00510;Ligação Provisória;18/07/2026;Liberado para Execução;PIE;16457569;354ET043821;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.48775792;-46.62626606;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00509;Ligação Provisória;18/07/2026;Liberado para Execução;PIE;16457569;354ET043821;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.48775792;-46.62626606;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.25.01470;Ligação Nova;18/07/2026;Liberado para Execução;FI;16448863;257EP001744;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.57958935;-46.60319514;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.25.01080;Ligação Provisória;18/07/2026;Liberado para Documentação;BRA;;257ET084158;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.59782081;-46.61907849;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.26.00384;Ligação Nova;18/07/2026;Liberado para Execução;FI;16454017;356ET046057;10:00;14:00;Start Engenharia (Área 8B, 9  e 11) NEC;LES;-23.5442262808608;-46.4490721911997;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.26.00781;Ligação Nova;18/07/2026;Liberado para Execução;FI;16453731;353ET062045;10:00;14:00;Start Engenharia (Área 8B, 9  e 11) NEC;LES;-23.5237076156649;-46.6163261664116;📍 Ver no Maps;🗺️ My Maps
DAC/A.LES.25.00716;Ligação Nova;18/07/2026;Liberado para Execução;FI;16448377;356ET020602;09:00;13:00;Alpitel Energy (Área 7, 8A e 10) NEC;LES;-23.5377105729985;-46.4710266058858;📍 Ver no Maps;🗺️ My Maps
DMP/A.LES.26.01047;Rede Compacta;18/07/2026;Liberado para Execução;BRA;16453706;356ET161110;06:00;18:00;Engelmig (Área 11) NEC e UPS;LES;-23.6166210028266;-46.410778286628;📍 Ver no Maps;🗺️ My Maps
DMP/A.LES.26.04557;Substituição de Poste em Mau Estado;18/07/2026;Liberado para Execução;FI;16453706;356ET058400;10:30;14:30;Alpitel Energy (Área 7, 8A e 10) NEC;LES;-23.6160028182918;-46.4062534626535;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00159;Ligação Nova;19/07/2026;Liberado para Execução;PIE;16470820;257ET036375;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.56126487;-46.61397016;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.25.00986;Remoção de Posto Primário;19/07/2026;Liberado para Execução;PIE;16457899;354ET025017;10:00;14:00;Conecta Obras Extras (Área 4 e 5) NEC;NOR;-23.47107189;-46.65078246;📍 Ver no Maps;🗺️ My Maps
DMP/A.NOR.25.07512;Segurança Operativa;19/07/2026;Liberado para Execução;FI;16448699;251ET051734;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.6261214;-46.62515982;📍 Ver no Maps;🗺️ My Maps
DMP/A.NOR.25.07496;Segurança Operativa;19/07/2026;Liberado para Execução;FI;16448559;251BF074167;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.62222518;-46.64014593;📍 Ver no Maps;🗺️ My Maps
DMP/A.NOR.25.01522;Reforma de Rede Secundária;19/07/2026;Liberado para Execução;FI;16451824;354ET005270;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.50919632;-46.60420443;📍 Ver no Maps;🗺️ My Maps
DMP/A.NOR.25.07553;Segurança Operativa;19/07/2026;Liberado para Execução;FI;16448883;257ET120192;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.62037787;-46.63557795;📍 Ver no Maps;🗺️ My Maps
DAC/A.NOR.26.00506;Ligação Nova;19/07/2026;Liberado para Documentação;BRA;;251ET021828;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;NOR;-23.61268433;-46.69025145;📍 Ver no Maps;🗺️ My Maps
DMP/A.LES.26.01978;Rede Compacta;20/07/2026;Liberado para Execução;FI;RESOLVIDO;356ET006621;10:00;14:00;Engelmig (Área 11) NEC e UPS;LES;-23.58768106;-46.42517316;📍 Ver no Maps;🗺️ My Maps
DMP/A.LES.26.03035;Rede Compacta;20/07/2026;Liberado para Execução;FI;RESOLVIDO;356ET006621;10:00;14:00;Engelmig (Área 11) NEC e UPS;LES;-23.58768106;-46.42517316;📍 Ver no Maps;🗺️ My Maps
